々	*	6000	補助記号
々々々	々々々	4000	補助記号
ぁ	*	6000	補助記号
あ	ア	10000	感動詞
ああ	アー	7500	感動詞
あい	アイ	6000	接頭辞
あいあい	アイアイ	10000	名詞
あいかぎ	アイカギ	10000	名詞
あいかた	アイカタ	10000	名詞
あいくち	アイクチ	10000	名詞
あいくるしい	アイクルシー	7000	形容詞
あいこ	アイコ	10666	名詞
あいさ	アイサ	9333	動詞
あいさつ	アイサツ	10000	名詞
あいざ	アイザ	10666	名詞
あいし	アイシ	9333	動詞
あいしろ	アイシロ	8750	動詞
あいす	アイス	10666	名詞
あいすれ	アイスレ	8750	動詞
あいせ	アイセ	9333	動詞
あいせよ	アイセヨ	8750	動詞
あいせる	アイセル	8750	動詞
あいそ	アイソ	10666	名詞
あいた	アイタ	6666	感動詞
あいだ	アイダ	10666	名詞
あいだがら	アイダガラ	9600	名詞
あいち	アイチ	10666	名詞
あいつ	アイツ	13333	代名詞
あいにく	アイニク	6875	副詞
あいのこ	アイノコ	10000	名詞
あいぶ	アイブ	10666	名詞
あいまい	アイマイ	3750	形状詞
あいよう	アイヨー	10000	名詞
あう	アウ	10500	動詞
あえ	アエ	10500	動詞
あえい	アエー	9333	動詞
あえが	アエガ	9333	動詞
あえぎ	アエギ	9333	動詞
あえぎ声	アエギゴエ	10000	名詞
あえぐ	アエグ	9333	動詞
あえげ	アエゲ	9333	動詞
あえごう	アエゴー	8750	動詞
あえて	アエテ	7333	副詞
あえない	アエナイ	7500	形容詞
あえる	アエル	9333	動詞
あえれ	アエレ	9333	動詞
あえろ	アエロ	9333	動詞
あお	アオ	12000	名詞
あおい	アオイ	9333	動詞
あおう	アオー	9333	動詞
あおが	アオガ	9333	動詞
あおき	アオキ	10666	名詞
あおぎ	アオギ	9333	動詞
あおぎり	アオギリ	10000	名詞
あおく	アオク	8000	形容詞
あおくさい	アオクサイ	7200	形容詞
あおぐ	アオグ	9333	動詞
あおけれ	アオケレ	7500	形容詞
あおげ	アオゲ	9333	動詞
あおげる	アオゲル	8750	動詞
あおごう	アオゴー	8750	動詞
あおざめ	アオザメ	8750	動詞
あおじろい	アオジロイ	7200	形容詞
あおぞら	アオゾラ	10000	名詞
あおば	アオバ	10666	名詞
あおむけ	アオムケ	10000	名詞
あおめ	アオメ	9333	動詞
あおもり	アオモリ	10000	名詞
あおやぎ	アオヤギ	10000	名詞
あおり	アオリ	10666	名詞
あおる	アオル	9333	動詞
あか	アカ	9000	形容詞
あかぎ	アカギ	10666	名詞
あかご	アカゴ	10666	名詞
